Designator,Mid X,Mid Y,Rotation,Layer
C1,124.2,-100.55,90.0,top
C2,125.5,-95.35,0.0,top
H1,120.0,-98.375,0.0,top
H2,148.5,-98.375,0.0,top
J1,135.95,-98.5,180.0,top
U1,125.5,-97.5,180.0,top
